Frequency (cm⁻¹)	Intensity
2298	0.000016452124520909342
2300	0.000016420271967873093
2302	0.000016388665476052475
2304	0.000016357304149766512
2306	0.00001632618710959898
2308	0.00001629531349236568
2310	0.000016264682451084914
2312	0.00001623429315495129
2314	0.000016204144789312853
2316	0.000016174236555651642
2318	0.00001614456767156754
2320	0.000016115137370765598
2322	0.000016085944903046845
2324	0.00001605698953430258
2326	0.000016028270546512117
2328	0.0000159997872377442
2330	0.000015971538922162027
2332	0.000015943524930031818
2334	0.000015915744607735245
2336	0.000015888197317785508
2338	0.000015860882438847235
2340	0.000015833799365760216
2342	0.00001580694750956714
2344	0.00001578032629754511
2346	0.000015753935173241488
2348	0.000015727773596513448
2350	0.000015701841043572047
2352	0.000015676137007030277
2354	0.000015650660995955542
2356	0.000015625412535926406
2358	0.000015600391169093932
2360	0.000015575596454247377
2362	0.000015551027966884668
2364	0.000015526685299287458
2366	0.00001550256806060101
2368	0.00001547867587691899
2370	0.00001545500839137328
2372	0.000015431565264228713
2374	0.00001540834617298322
2376	0.000015385350812473136
2378	0.000015362578894983957
2380	0.00001534003015036669
2382	0.00001531770432615975
2384	0.00001529560118771673
2386	0.000015273720518340115
2388	0.000015252062119421009
2390	0.00001523062581058499
2392	0.000015209411429844527
2394	0.000015188418833757713
2396	0.000015167647897593683
2398	0.000015147098515505048
2400	0.000015126770600707059
2402	0.000015106664085664208
2404	0.000015086778922284056
2406	0.00001506711508211868
2408	0.000015047672556573884
2410	0.00001502845135712634
2412	0.000015009451515549031
2414	0.000014990673084144954
2416	0.000014972116135989626
2418	0.000014953780765182369
2420	0.000014935667087106828
2422	0.000014917775238700782
2424	0.000014900105378735705
2426	0.000014882657688106298
2428	0.000014865432370130197
2430	0.000014848429650858247
2432	0.000014831649779395704
2434	0.000014815093028234526
2436	0.00001479875969359724
2438	0.000014782650095792763
2440	0.000014766764579584283
2442	0.000014751103514569973
2444	0.000014735667295576579
2446	0.000014720456343066513
2448	0.000014705471103558801
2450	0.000014690712050064314
2452	0.00001467617968253576
2454	0.000014661874528332942
2456	0.000014647797142703782
2458	0.000014633948109281525
2460	0.00001462032804059885
2462	0.000014606937578619316
2464	0.000014593777395286637
2466	0.000014580848193092745
2468	0.000014568150705664845
2470	0.00001455568569837243
2472	0.000014543453968954757
2474	0.000014531456348169677
2476	0.000014519693700464311
2478	0.000014508166924668717
2480	0.000014496876954712864
2482	0.00001448582476036827
2484	0.0000144750113480148
2486	0.000014464437761433732
2488	0.000014454105082627925
2490	0.000014444014432670287
2492	0.000014434166972581265
2494	0.00001442456390423675
2496	0.00001441520647130733
2498	0.000014406095960230131
2500	0.000014397233701214518
2502	0.000014388621069282839
2504	0.000014380259485347646
2506	0.00001437215041732676
2508	0.000014364295381297628
2510	0.000014356695942692492
2512	0.000014349353717536077
2514	0.000014342270373727245
2516	0.000014335447632366594
2518	0.000014328887269131728
2520	0.000014322591115702056
2522	0.000014316561061235213
2524	0.000014310799053897129
2526	0.000014305307102448014
2528	0.000014300087277886402
2530	0.000014295141715153868
2532	0.000014290472614902692
2534	0.000014286082245329364
2536	0.00001428197294407639
2538	0.00001427814712020566
2540	0.000014274607256246025
2542	0.000014271355910318588
2544	0.000014268395718342849
2546	0.00001426572939632732
2548	0.000014263359742748227
2550	0.000014261289641020187
2552	0.000014259522062062925
2554	0.000014258060066968289
2556	0.00001425690680977204
2558	0.000014256065540335129
2560	0.000014255539607339402
2562	0.000014255332461403015
2564	0.000014255447658320862
2566	0.000014255888862436027
2568	0.000014256659850148144
2570	0.00001425776451356512
2572	0.000014259206864304978
2574	0.000014260991037454894
2576	0.000014263121295694945
2578	0.000014265602033594365
2580	0.00001426843778208874
2582	0.000014271633213146936
2584	0.000014275193144636814
2586	0.000014279122545399845
2588	0.000014283426540544674
2590	0.000014288110416970705
2592	0.00001429317962913324
2594	0.000014298639805062335
2596	0.000014304496752648248
2598	0.000014310756466207278
2600	0.000014317425133342322
2602	0.00001432450914211346
2604	0.000014332015088534977
2606	0.000014339949784415708
2608	0.00001434832026556121
2610	0.000014357133800356957
2612	0.00001436639789875306
2614	0.000014376120321672367
2616	0.000014386309090864986
2618	0.000014396972499233861
2620	0.000014408119121657432
2622	0.00001441975782633727
2624	0.000014431897786700083
2626	0.000014444548493885662
2628	0.000014457719769854096
2630	0.00001447142178114814
2632	0.000014485665053348461
2634	0.000014500460486262548
2636	0.000014515819369890441
2638	0.000014531753401213322
2640	0.000014548274701854505
2642	0.000014565395836665244
2644	0.000014583129833291883
2646	0.000014601490202784436
2648	0.00001462049096131113
2650	0.000014640146653047945
2652	0.00001466047237431709
2654	0.000014681483799053681
2656	0.000014703197205685751
2658	0.00001472562950551878
2660	0.000014748798272722892
2662	0.000014772721776027957
2664	0.000014797419012239969
2666	0.00001482290974170057
2668	0.000014849214525820915
2670	0.000014876354766831319
2672	0.000014904352749899096
2674	0.00001493323168777912
2676	0.00001496301576817445
2678	0.000014993730203999126
2680	0.000015025401286750276
2682	0.000015058056443214022
2684	0.000015091724295748176
2686	0.000015126434726404852
2688	0.000015162218945178683
2690	0.000015199109562690381
2692	0.000015237140667642275
2694	0.00001527634790941171
2696	0.00001531676858618053
2698	0.00001535844173903413
2700	0.000015401408252502717
2702	0.000015445710962060385
2704	0.000015491394769145004
2706	0.000015538506764314295
2708	0.000015587096359211522
2710	0.000015637215428078055
2712	0.00001568891845962131
2714	0.000015742262720125334
2716	0.000015797308428778568
2718	0.00001585411894629101
2720	0.000015912760977980932
2722	0.000015973304792632462
2724	0.000016035824458559828
2726	0.000016100398098465107
2728	0.000016167108164844705
2730	0.000016236041737889236
2732	0.00001630729084803349
2734	0.00001638095282555208
2736	0.000016457130679864935
2738	0.000016535933511520204
2740	0.000016617476960164185
2742	0.000016701883692195647
2744	0.00001678928393224089
2746	0.000016879816043084647
2748	0.000016973627159259064
2750	0.000017070873880139476
2752	0.000017171723029134047
2754	0.000017276352486398565
2756	0.000017384952103476485
2758	0.000017497724709376526
2760	0.000017614887218881365
2762	0.000017736671855359413
2764	0.000017863327502061896
2766	0.000017995121197870746
2768	0.000018132339795767832
2770	0.000018275291804983524
2772	0.000018424309440921978
2774	0.000018579750910640627
2776	0.00001874200296598582
2778	0.000018911483761584196
2780	0.00001908864606091767
2782	0.000019273980840860382
2784	0.00001946802135356795
2786	0.000019671347714775852
2788	0.000019884592099752157
2790	0.00002010844464281693
2792	0.000020343660154060924
2794	0.000020591065788394782
2796	0.00002085156982825432
2798	0.00002112617177334959
2800	0.000021415973970275214
2802	0.00002172219506353258
2804	0.000022046185610060242
2806	0.000022389446275004187
2808	0.00002275364912149189
2810	0.000023140662627301643
2812	0.00002355258121414407
2814	0.00002399176027100901
2816	0.00002446085790551676
2818	0.00002496288498536136
2820	0.000025501265461827737
2822	0.00002607990953532366
2824	0.000026703302979980787
2826	0.000027376616963286222
2828	0.000028105844081870754
2830	0.000028897968238046398
2832	0.000029761178627593845
2834	0.000030705141832565933
2836	0.00003174135132116423
2838	0.00003288358133136952
2840	0.00003414848337798873
2842	0.00003555638041922211
2844	0.000037132339214948444
2846	0.00003890764102706491
2848	0.000040921835704256864
2850	0.000043225690508311486
2852	0.00004588571048004218
2854	0.00004899242941405551
2856	0.000052681349854661435
2858	0.00005720047942787235
2860	0.00006313063098186038
2862	0.0000720035296692981
2864	0.00008765453757184241
2866	0.00011825132256443831
2868	0.0001774864676791426
2870	0.000281476922784821
2872	0.0004385131849823989
2874	0.0006348071619594157
2876	0.0008263770120086688
2878	0.0009490244001294027
2880	0.0009653581285581651
2882	0.0009212727789421524
2884	0.0009123744312661454
2886	0.0010094068178561344
2888	0.0012199250897695902
2890	0.0014851593432402197
2892	0.0017162557027471936
2894	0.001881634477282701
2896	0.002051939895314905
2898	0.002314662396840762
2900	0.0026923010445618523
2902	0.0031035222727902826
2904	0.003351852017571439
2906	0.0032393722858286085
2908	0.002781852728641652
2910	0.002213379164254736
2912	0.0017939713560839257
2914	0.0016741642682243133
2916	0.0018487931777842837
2918	0.002170519198562677
2920	0.0024106380956258767
2922	0.002387690241789622
2924	0.002118873081946543
2926	0.0017615628214668062
2928	0.0014529290918463523
2930	0.0012576936698720262
2932	0.0011740981520324731
2934	0.0011573416083609117
2936	0.0011777530224472222
2938	0.0012657562679188631
2940	0.0014699365837584507
2942	0.0017918613667399026
2944	0.002160827067344569
2946	0.0024638908834214777
2948	0.0025989803241219913
2950	0.0025402535631972247
2952	0.0023824531098794485
2954	0.002240434817661923
2956	0.00217271769044942
2958	0.002214725596109048
2960	0.0023865773530203087
2962	0.0026526573826091745
2964	0.0029198178250169704
2966	0.003065820775127553
2968	0.0030415451089850364
2970	0.002887649045209409
2972	0.002610963599341568
2974	0.002184646846902729
2976	0.0016611963012112976
2978	0.001157163971458166
2980	0.0007641212226264655
2982	0.0005226576203705063
2984	0.0004289602431717879
2986	0.0004500468569800561
2988	0.0005362975764495724
2990	0.0006273060414572837
2992	0.0006607673084093078
2994	0.0006043747073428373
2996	0.0004828258398915945
2998	0.00034559848899770677
3000	0.00022962846766034822
3002	0.00014960717140117714
3004	0.0001025329247473294
3006	0.00007771501066002891
3008	0.00006498741244960921
3010	0.0000578822641785513
3012	0.00005322186515110511
3014	0.00004970248757682651
3016	0.00004683112693018197
3018	0.000044405856906521285
3020	0.00004232203101822605
3022	0.00004051167608407068
3024	0.00003892520426298791
3026	0.000037524711270586945
3028	0.000036280554821618876
3030	0.00003516917976839312
3032	0.00003417161376322329
3034	0.00003327239195704839
3036	0.00003245877296513887
3038	0.00003172015774377335
3040	0.0000310476524473433
3042	0.00003043373511712468
3044	0.00002987199836925682
3046	0.000029356948478730707
3048	0.00002888384684716121
3050	0.00002844858370009325
3052	0.000028047576560703017
3054	0.000027677687963805467
3056	0.00002733615825210265
3058	0.00002702055029905803
3060	0.000026728703740226936
3062	0.000026458696843094776
3064	0.000026208814557066387
3066	0.00002597752159714094
3068	0.000025763439653219193
3070	0.000025565328000739196
3072	0.00002538206693105711
3074	0.000025212643531657333
3076	0.000025056139434253882
3078	0.000024911720218612494
3080	0.000024778626215594535
3082	0.000024656164497608706
3084	0.00002454370188072313
3086	0.000024440658791956652
3088	0.000024346503879134594
3090	0.000024260749260252598
3092	0.000024182946325391807
3094	0.000024112682017540397
3096	0.00002404957552972844
3098	0.000023993275365095443
3100	0.00002394345671421855
3102	0.000023899819110502847
3104	0.000023862084329890886
3106	0.00002382999450576137
3108	0.000023803310433800243
3110	0.000023781810044957233
3112	0.000023765287027442474
3114	0.000023753549581150382
3116	0.000023746419289985127
3118	0.00002374373009935862
3120	0.00002374532738768145
3122	0.000023751067122007852
3124	0.00002376081508915722
3126	0.000023774446194644935
3128	0.00002379184382263397
3130	0.000023812899250886464
3132	0.0000238375111153654
3134	0.000023865584919724607
3136	0.000023897032585441715
3138	0.000023931772038802908
3140	0.00002396972683134873
3142	0.000024010825790743453
3144	0.000024055002699343484
3146	0.000024102195998016906
3148	0.00002415234851301205
3150	0.000024205407203891797
3152	0.00002426132293074413
3154	0.00002432005023905341
3156	0.000024381547160771162
3158	0.00002444577503026393
3160	0.00002451269831393938
3162	0.00002458228445246309
3164	0.000024654503714578157
3166	0.000024729329061629528
3168	0.000024806736021975497
3170	0.000024886702574541827
3172	0.000024969209040839344
3174	0.000025054237984825437
3176	0.000025141774120043297
3178	0.00002523180422352164
3180	0.00002532431705596134
3182	0.000025419303287775846
3184	0.000025516755430588253
3186	0.00002561666777382109
3188	0.000025719036326045157
3190	0.000025823858760780965
3192	0.000025931134366471667
3194	0.000026040864000368952
3196	0.000026153050046094864
3198	0.000026267696374661085
3200	0.000026384808308745326
3202	0.000026504392590040408
3204	0.000026626457349506545
3206	0.000026751012080370916
3208	0.000026878067613731355
3210	0.000027007636096632467
3212	0.000027139730972493342
3214	0.000027274366963775766
3216	0.000027411560056791263
3218	0.000027551327488553648
3220	0.000027693687735591655
3222	0.00002783866050464373
3224	0.00002798626672516381
3226	0.000028136528543573335
3228	0.000028289469319200652
3230	0.000028445113621854787
3232	0.000028603487230985498
3234	0.000028764617136386693
3236	0.000028928531540404934
3238	0.00002909525986161899
3240	0.000029264832739960782
3242	0.00002943728204325169
3244	0.000029612640875132396
3246	0.00002979094358436768
3248	0.000029972225775510907
3250	0.000030156524320916786
3252	0.000030343877374093463
3254	0.00003053432438438863
3256	0.00003072790611300685
3258	0.00003092466465035858
3260	0.00003112464343474374
3262	0.00003132788727237594
3264	0.00003153444235875558
3266	0.00003174435630140325
3268	0.00003195767814396699
3270	0.00003217445839172013
3272	0.00003239474903846823
3274	0.00003261860359488724
3276	0.000032846077118316504
3278	0.00003307722624403391
3280	0.00003331210921804195
3282	0.00003355078593139744
3284	0.000033793317956118994
3286	0.000034039768582710134
3288	0.0000342902028593381
3290	0.00003454468763271158
3292	0.00003480329159070312
3294	0.00003506608530676562
3296	0.00003533314128619463
3298	0.00003560453401429183
3300	0.00003588034000648836
3302	0.000036160637860489463
3304	0.000036445508310506494
3306	0.0000367350342836446
3308	0.000037029300958519405
3310	0.00003732839582617915
3312	0.000037632408753413036
3314	0.000037941432048531
3316	0.00003825556052970411
3318	0.00003857489159595989
3320	0.00003889952530093123
3322	0.00003922956442946308
3324	0.000039565114577185974
3326	0.00003990628423317114
3328	0.00004025318486578799
3330	0.00004060593101189027
3332	0.00004096464036946426
3334	0.000041329433893878404
3336	0.000041700435897881494
3338	0.0000420777741555032
3340	0.00004246158001001913
3342	0.000042851988486150545
3344	0.000043249138406677204
3346	0.00004365317251365153
3348	0.0000440642375944111
3350	0.00004448248461259729
3352	0.000044908068844397615
3354	0.00004534115002024166
3356	0.00004578189247219114
3358	0.00004623046528727807
3360	0.00004668704246705761
3362	0.00004715180309365631
3364	0.000047624931502611255
3366	0.00004810661746281101
3368	0.0000485970563638659
3370	0.00004909644941125255
3372	0.00004960500382959581
3374	0.00005012293307447114
3376	0.00005065045705313099
3378	0.000051187802354580484
3380	0.000051735202489451305
3382	0.00005229289814014702
3384	0.00005286113742175942
3386	0.0000534401761542831
3388	0.000054030278146685
3390	0.000054631715493416955
3392	0.000055244768883992324
3394	0.000055869727926283686
3396	0.00005650689148423509
3398	0.00005715656803072378
3400	0.00005781907601634725
3402	0.00005849474425495833
3404	0.00005918391232681752
3406	0.00005988693100028503
3408	0.000060604162673028074
3410	0.00006133598183377831
3412	0.00006208277554573646
3414	0.00006284494395278723
3416	0.0000636229008097591
3418	0.00006441707403803895
3420	0.00006522790630793288
3422	0.00006605585564925068
3424	0.00006690139609168448
3426	0.00006776501833665117
3428	0.00006864723046237376
3430	0.00006954855866409127
3432	0.00007046954803140772
3434	0.00007141076336492219
3436	0.000072372790034421
3438	0.00007335623488106415
3440	0.00007436172716615882
3442	0.00007538991956928681
3444	0.00007644148923873796
3446	0.00007751713889740334
3448	0.00007861759800749575
3450	0.00007974362399769919
3452	0.00008089600355659644
3454	0.0000820755539964952
3456	0.00008328312469206263
3458	0.00008451959859849133
3460	0.00008578589385425841
3462	0.00008708296547390452
3464	0.00008841180713665415
3466	0.0000897734530771259
3468	0.00009116898008484361
3470	0.0000925995096197589
3472	0.00009406621005153842
3474	0.00009557029903095699
3476	0.00009711304600237433
3478	0.00009869577486696733
3480	0.00010031986680713993
3482	0.0001019867632833516
3484	0.0001036979692154947
3486	0.0001054550563619191
3488	0.00010725966691025769
3490	0.00010911351729535688
3492	0.0001110184022608712
3494	0.00011297619918245156
3496	0.00011498887267195426
3498	0.00011705847948373663
3500	0.00011918717374589646
3502	0.00012137721254127814
3504	0.0001236309618652199
3506	0.00012595090298938026
3508	0.0001283396392635758
3510	0.00013079990339041566
3512	0.0001333345652106542
3514	0.0001359466400406413
3516	0.0001386392976070564
3518	0.00014141587162831676
3520	0.0001442798700966897
3522	0.00014723498632027057
3524	0.0001502851107896651
3526	0.00015343434394050353
3528	0.00015668700988988847
3530	0.0001600476712326207
3532	0.00016352114499164987
3534	0.00016711251982677106
3536	0.00017082717461624846
3538	0.00017467079853793882
3540	0.00017864941278976297
3542	0.00018276939410421058
3544	0.00018703750022817724
3546	0.0001914608975580421
3548	0.00019604719114078725
3550	0.0002008044572754268
3552	0.000205741278975427
3554	0.00021086678458255383
3556	0.00021619068985616726
3558	0.00022172334389992433
3560	0.00022747577933080376
3562	0.00023345976714404432
3564	0.00023968787678285954
3566	0.0002461735419846397
3568	0.0002529311330469453
3570	0.0002599760362382769
3572	0.0002673247411719788
3574	0.00027499493706854074
3576	0.0002830056189542194
3578	0.0002913772049848663
3580	0.0003001316662462035
3582	0.0003092926705691263
3584	0.00031888574211524765
3586	0.00032893843873893036
3588	0.00033948054942359356
3590	0.0003505443144294233
3592	0.0003621646711855218
3594	0.0003743795294225418
3596	0.00038723007958467085
3598	0.0004007611391978543
3600	0.0004150215426230453
3602	0.00043006458051177615
3604	0.0004459484963342548
3606	0.00046273704860153183
3608	0.00048050014889495954
3610	0.0004993145875998609
3612	0.000519264861380109
3614	0.0005404441190058825
3616	0.0005629552452576847
3618	0.000586912106400638
3620	0.000612440985311182
3622	0.0006396822399425074
3624	0.0006687922256879664
3626	0.0006999455306660726
3628	0.0007333375834207007
3630	0.0007691877055401225
3632	0.000807742697941862
3634	0.0008492810699514475
3636	0.0008941180460090236
3638	0.0009426115174359665
3640	0.0009951691482674725
3642	0.001052256897494371
3644	0.0011144092889151121
3646	0.0011822418492776487
3648	0.001256466252470117
3650	0.0013379088618269512
3652	0.00142753356755057
3654	0.0015264700906191914
3656	0.0016360492950247643
3658	0.0017578475549444642
3660	0.001893742917752425
3662	0.0020459867684951365
3664	0.002217296056349608
3666	0.002410973068266887
3668	0.002631062502433178
3670	0.0028825596250629153
3672	0.003171689246543973
3674	0.003506284173220408
3676	0.0038963053714151695
3678	0.004354567128688191
3680	0.004897764014652196
3682	0.005547953888054106
3684	0.0063347758229065285
3686	0.007299098751707579
3688	0.008500642464962288
3690	0.010040077932253672
3692	0.012134521788163488
3694	0.01536112515085887
3696	0.02131037271617298
3698	0.03391745809875747
3700	0.061218165351210274
3702	0.11580494572603499
3704	0.2107692421535147
3706	0.34937408251128477
3708	0.5126017425085133
3710	0.653576840501581
3712	0.7097478278141612
3714	0.6488667103514746
3716	0.505673305799604
3718	0.34272969720168533
3720	0.20579102736738414
3722	0.11273061887483564
3724	0.05959845989460177
3726	0.03315419658220055
3728	0.02096048275744108
3730	0.015184885107026978
3732	0.012028271553726709
3734	0.009965240589931196
3736	0.00844332516122841
3738	0.007253509955450645
3740	0.0062977864641744485
3742	0.0055175157978349185
3744	0.0048724178479989414
3746	0.004333236837096687
3748	0.003878182211969157
3750	0.0034907511722636845
3752	0.003158269478288469
3754	0.002870879972075105
3756	0.0026208278359590286
3758	0.0024019475792052794
3760	0.00220928957242681
3762	0.002038844599402984
3764	0.0018873382304658262
3766	0.001752075586609261
3768	0.001630822916147831
3770	0.0015217163714267461
3772	0.0014231910972916544
3774	0.0013339256386583611
3776	0.0012527980096349027
3778	0.0011788507177261252
3780	0.0011112627214413754
3782	0.00104932679767755
3784	0.0009924311609439632
3786	0.0009400444474273775
3788	0.0008917033793320713
3790	0.0008470025774083377
3792	0.0008055861053107376
3794	0.0007671404179001484
3796	0.0007313884537065936
3798	0.0006980846645368742
3800	0.0006670108163510456
3802	0.0006379724277977912
3804	0.000610795738248706
3806	0.0005853251173542601
3808	0.0005614208442329431
3810	0.00053895719729395
3812	0.0005178208060683302
3814	0.0004979092248123015
3816	0.0004791296944592393
3818	0.00046139806505298884
3820	0.00044463785534471753
3822	0.0004287794299753309
3824	0.0004137592777511527
3826	0.00039951937707566137
3828	0.0003860066367231881
3830	0.000373172401910507
3832	0.00036097201710270325
3834	0.0003493644382317946
3836	0.0003383118880518317
3838	0.0003277795492363595
3840	0.0003177352905707357
3842	0.00030814942222540424
3844	0.00029899447663535555
3846	0.00029024501197090095
3848	0.0002818774355781923
3850	0.00027386984510504556
3852	0.00026620188531730843
3854	0.00025885461886045435
3856	0.00025181040943637797
3858	0.0002450528160515538
3860	0.00023856649715409483
3862	0.00023233712361737428
3864	0.00022635129964980775
3866	0.0002205964908166816
3868	0.00021506095845275284
3870	0.00020973369982556223
3872	0.00020460439348060156
3874	0.0001996633492619741
3876	0.00019490146255715996
3878	0.00019031017236291735
3880	0.0001858814228120714
3882	0.000181607627838688
3884	0.00017748163869254048
3886	0.0001734967140433787
3888	0.00016964649244178887
3890	0.00016592496692678687
3892	0.00016232646159107164
3894	0.0001588456099333897
3896	0.00015547733484399032
3898	0.00015221683008392116
3900	0.0001490595431321256
3902	0.0001460011592861381
3904	0.0001430375869127871
3906	0.0001401649437548432
3908	0.0001373795442081166
3910	0.00013467788749121296
3912	0.00013205664663710242
3914	0.00012951265824191657
3916	0.00012704291291204203
3918	0.0001246445463556872
3920	0.00012231483106971998
3922	0.00012005116857675987
3924	0.00011785108217130025
3926	0.00011571221013707794
3928	0.00011363229940103268
3930	0.00011160919959203959
3932	0.00010964085747518225
3934	0.00010772531173468685
3936	0.00010586068808078273
3938	0.00010404519465771123
3940	0.00010227711773189023
3942	0.0001005548176408734
3944	0.00009887672498523533
3946	0.00009724133704687961
3948	0.00009564721441851593
3950	0.00009409297783020019
3952	0.00009257730515988115
3954	0.00009109892861586323
3956	0.00008965663207998075
3958	0.0000882492486010939
3960	0.00008687565802926581
3962	0.00008553478478167093
3964	0.00008422559573191873
3966	0.00008294709821506442
3968	0.00008169833814111689
3970	0.00008047839821035389
3972	0.00007928639622421437
3974	0.00007812148348596365
3976	0.00007698284328572051
3978	0.00007586968946479972
3980	0.00007478126505465977
3982	0.00007371684098605881
3984	0.00007267571486431072
3986	0.00007165720980680143
3988	0.0000706606733391752
3990	0.00006968547634683155
3992	0.00006873101207858793
3994	0.00006779669519956419
3996	0.00006688196089052864
3998	0.00006598626399112021
4000	0.00006510907818452064
