Dataset_ID,SMILES,PC1,PC2,PC3,PC4,PC5,PC6,PC7,Cluster
gdb_1,C,20.339843744240824,-7.221594055360112,17.58354448496106,-1.8510317555120184,2.27270097646736,-0.7995506905625478,-0.8223870960009946,1
gdb_2,N,21.597996540104592,-11.544242253187134,27.480189675126933,4.945398071451706,1.877675858628009,-2.1301813681219435,0.3938529848274397,1
gdb_3,O,25.8664984851148,-16.158854395380594,43.27682502083778,6.013536295665398,3.631114650289615,-3.126522440635836,-0.0950787124162153,1
gdb_4,C#C,12.363442174580394,-4.295961977734951,0.5982210656771045,-0.0361102830578552,-0.0709312053674587,-0.0001085681989549,-0.7880362661909307,1
gdb_5,C#N,12.197439152233468,-5.717114059906429,2.0709955059062617,-2.9453786666875392,1.0892122222287568,-0.477714873166329,0.1797461561160416,1
gdb_6,C=O,9.945703894031018,-6.260067977058788,0.6336905579341175,1.0861193210380065,0.3315878039200049,-0.967058533340733,-0.3249656162220581,1
gdb_7,CC,12.229384212414171,-1.5510302239072304,-0.8150959721084524,-2.8281604515383862,0.2042182117659355,0.461682207413494,-0.4967458460850271,1
gdb_8,CO,10.317490985280545,-3.408188582737256,-0.2479389995979321,-0.1923898953425412,-0.7879284748058873,0.6002273522478455,0.4022310891703866,1
gdb_9,CC#C,9.2431087739801,-2.1640967748730247,-2.3525113438672807,0.1294955671724141,-0.4754644144876218,0.1331604089587922,-0.1544386607595032,1
gdb_10,CC#N,8.702630289732518,-3.300407922370276,-2.032960051435761,-2.6828958019745306,0.3658643954581348,-0.1525692599730213,1.0819773386564588,1
gdb_11,CC=O,7.059852763268601,-4.001973689086943,-2.1986586146235227,0.7306239381150861,-0.1289021610276219,-0.6012440743885515,0.1697242052803487,1
gdb_12,NC=O,6.856285431517142,-3.8950118373002898,-1.665670390444023,-0.0742033116495395,-0.7559407841638629,0.2801279330721014,1.1963464887634283,1
gdb_13,CCC,9.744006352079984,-0.1929754878684588,-1.79408773903854,-2.4153074553385885,0.1711372020794919,0.319536635483707,-0.5077192688438622,1
gdb_14,CCO,7.876151889993429,-1.704842756580026,-1.6283812184597408,-0.413171133786829,-0.8447126258205264,0.6897722111720196,0.3123988282169632,1
gdb_15,COC,7.961222105106383,-1.5494302832875224,-1.5065843260733205,-0.1133373511749263,-1.0570341687498097,0.8605006118453196,0.2968337675667098,1
gdb_16,C1CC1,10.106762653819462,-1.095286434509017,-0.9500597703081206,-1.0869830825690363,-0.4429379213290706,0.6375068799793675,-0.3425373454850607,1
gdb_17,C1CO1,8.635064867564502,-2.34929627503389,-0.4396708028258799,-0.8282753467012879,-1.0849706537460588,1.1700531354434764,0.6280163432188269,1
gdb_18,CC(C)=O,5.138481904954861,-2.686153199418292,-1.825269767211193,0.935151607920514,-0.1665118123254236,-0.5864041757727293,0.3519873171814237,1
gdb_19,CC(N)=O,4.896465208890301,-2.628165305340026,-1.3937731943867522,0.203914301440709,-0.7622503016563998,0.2639715778129115,1.163127314079493,1
gdb_20,NC(N)=O,4.629901793529712,-2.694450559622161,-1.0293482243377017,-0.3914523295030255,-1.1456259880411594,0.9811994679201008,1.1141255617662464,1
gdb_21,CC(C)C,7.739789949660109,0.816954543996235,-1.3563354516034378,-2.122274443850205,0.3978284117826695,0.0508704514199073,-0.6187334906831325,1
gdb_22,CC(C)O,5.930644919227826,-0.588113176447192,-1.227279165750874,-0.3952289578844726,-0.6093559099156541,0.5047564203866618,0.2002199652035491,1
gdb_23,C#CC#C,6.83890505533996,-2.812557920775834,-2.7840228042557733,0.9367280825910418,0.2560936575755855,-0.7116310024567601,-1.4531585009113814,1
gdb_24,C#CC#N,6.046530738507268,-4.315113122667246,-2.644519453531127,-1.3093810860674568,0.9911465652307256,-1.1862846969677017,0.2056269315762977,1
gdb_25,N#CC#N,6.06847264546415,-4.513504950160196,-2.4418385378861824,-3.0172549834236637,1.5312330439933743,-0.5773174802188836,-2.8738102522564195,1
gdb_26,O=CC#C,4.989389470750247,-4.4667762629097645,-2.515550345476413,0.0974073259567771,0.5802200763157689,-1.0413166428456244,-0.4603316870347173,1
gdb_27,O=CC#N,4.524850366646176,-5.27172078536617,-2.3969352875669165,-1.1921956273473346,1.0353495827819386,-0.9510736433302772,-1.3767634516290668,1
gdb_28,O=CC=O,3.58140365917964,-4.88632563310477,-2.254906243350295,0.8617772489318984,0.2464693291105578,-0.4517478528704153,-2.587764900301484,1
gdb_29,CC#CC,7.0695134801530735,-0.3854510464355625,-2.221975681145762,0.8141984630000209,-0.4107067272855866,-0.0248054790009587,-0.486282210679432,1
gdb_30,CCC#C,7.179724914093012,-0.8700053320926358,-2.161155535681345,0.1445555431899669,-0.2226024321524899,-0.0974111537577964,-0.2594847580247639,1
gdb_31,CCC#N,6.600569676321782,-2.0251399290957117,-1.9197107515682663,-2.578172487905992,0.5546357659469535,-0.365874496383736,1.070114847095266,1
gdb_32,NCC#N,5.510783919854835,-2.9417359332435877,-2.0318763896070555,-0.594549140174402,-0.1305303261492463,-0.3241128363722997,1.4390406351025196,1
gdb_33,OCC#C,5.651590393768052,-2.3140473633282004,-1.9483428470586224,-0.0692373005576854,-0.4474779902048821,0.2354938013606095,-0.1057603110097794,1
gdb_34,OCC#N,4.932243041830712,-3.527406969099707,-1.786018148115292,-1.963287802960956,0.1224386063518265,-0.0627256304394005,1.1511669857253872,1
gdb_35,CCC=O,4.955679915096322,-2.6558110604081246,-2.1262422654741964,0.7457049208747322,0.0619436410131498,-0.7800939864807946,0.1828685704821389,1
gdb_36,CNC=O,4.847238706076566,-2.49666063336244,-1.5601241048719188,-0.1167250528620303,-0.6297869852970017,0.2099799039070215,1.1582674978087355,1
gdb_37,COC=O,4.0838972170861,-3.171098091261773,-1.4887738523271006,-1.2532484631472092,-0.2874700327039055,0.2895874830073392,0.782959628555934,1
gdb_38,OCC=O,3.772478560876877,-3.522588013723588,-1.8301422308978212,0.4459278554332657,-0.3568791668261801,0.0637668531776611,-0.7511741365140052,1
